product_brand,product_title,product_model,product_url,product_price,product_price_original,product_discount,product_discount_percentage,product_rating_average,product_reviews_number,product_rating_5,product_rating_4,product_rating_3,product_rating_2,product_rating_1
Whirlpool,21.3 cu. ft. Top Freezer Refrigerator in Monochromatic Stainless Steel,Model # WRT511SZDM,https://www.homedepot.com/p/Whirlpool-21-3-cu-ft-Top-Freezer-Refrigerator-in-Monochromatic-Stainless-Steel-WRT511SZDM/205658424,1124.0,1249.0,125.0,10.01,4.15,649,363,148,60,27,51
Whirlpool,14.3 cu. ft. Top Freezer Refrigerator in White,Model # WRT104TFDW,https://www.homedepot.com/p/Whirlpool-14-3-cu-ft-Top-Freezer-Refrigerator-in-White-WRT104TFDW/205584055,674.0,749.0,75.0,10.01,4.43,368,223,110,20,2,13
Whirlpool,27 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel,Model # WRF767SDHZ,https://www.homedepot.com/p/Whirlpool-27-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRF767SDHZ/305470672,2969.0,3299.0,330.0,10.0,4.6,2893,2042,609,177,26,39
Whirlpool,18.25 cu. ft. Top Freezer Built-In and Standard Refrigerator in Black,Model # WRT108FFDB,https://www.homedepot.com/p/Whirlpool-18-25-cu-ft-Top-Freezer-Built-In-and-Standard-Refrigerator-in-Black-WRT108FFDB/317994436,809.0,899.0,90.0,10.01,4.5,2,1,1,0,0,0
Whirlpool,12.9 cu. ft. Built-In and Standard Top Freezer Refrigerator in Fingerprint Resistant Stainless Steel,Model # WRT313CZLZ,https://www.homedepot.com/p/Whirlpool-12-9-cu-ft-Built-In-and-Standard-Top-Freezer-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRT313CZLZ/317886854,578.0,749.0,171.0,22.83,4.0,28,15,4,5,1,3
Whirlpool,25 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel with Internal Water Dispenser,Model # WRF535SWHZ,https://www.homedepot.com/p/Whirlpool-25-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-with-Internal-Water-Dispenser-WRF535SWHZ/301688547,2159.0,2399.0,240.0,10.0,4.6,6654,4613,1497,339,78,127
Whirlpool,27 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel,Model # WRF757SDHZ,https://www.homedepot.com/p/Whirlpool-27-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRF757SDHZ/305447143,2879.0,3199.0,320.0,10.0,4.5,1566,997,399,111,18,41
Whirlpool,20 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel,Model # WRF560SEHZ,https://www.homedepot.com/p/Whirlpool-20-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRF560SEHZ/305608916,2299.0,2299.0,0.0,0.0,4.3,2504,1421,672,224,67,120
Whirlpool,25 cu. ft. Side by Side Refrigerator in Monochromatic Stainless Steel,Model # WRS315SNHM,https://www.homedepot.com/p/Whirlpool-25-cu-ft-Side-by-Side-Refrigerator-in-Monochromatic-Stainless-Steel-WRS315SNHM/303115494,1438.0,1599.0,161.0,10.07,4.3,1735,1007,431,131,55,111
Whirlpool,14.3 cu. ft. Top Freezer Refrigerator in White,Model # WRT314TFDW,https://www.homedepot.com/p/Whirlpool-14-3-cu-ft-Top-Freezer-Refrigerator-in-White-WRT314TFDW/205863275,674.0,749.0,75.0,10.01,4.6,1402,942,354,76,9,21
Whirlpool,18.2 cu. ft. Top Freezer Refrigerator in White,Model # WRT318FZDW,https://www.homedepot.com/p/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-in-White-WRT318FZDW/205730499,728.0,899.0,171.0,19.02,4.4,4606,2743,1185,409,94,175
Whirlpool,25 cu. ft. French Door Refrigerator in Fingerprint-Resistant Stainless Steel,Model # WRF555SDFZ,https://www.homedepot.com/p/Whirlpool-25-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRF555SDFZ/301711642,2429.0,2699.0,270.0,10.0,4.4,5839,3543,1527,448,145,176
Whirlpool,18 cu. ft. Top Freezer Refrigerator in Stainless Steel,Model # WRT518SZFM,https://www.homedepot.com/p/Whirlpool-18-cu-ft-Top-Freezer-Refrigerator-in-Stainless-Steel-WRT518SZFM/300159571,999.0,999.0,0.0,0.0,4.39,4669,2997,1057,294,86,235
Whirlpool,22 cu. ft. Bottom Freezer Refrigerator in Stainless Steel with Spill Guard Glass Shelves,Model # WRB322DMBM,https://www.homedepot.com/p/Whirlpool-22-cu-ft-Bottom-Freezer-Refrigerator-in-Stainless-Steel-with-Spill-Guard-Glass-Shelves-WRB322DMBM/205065350,1799.0,1999.0,200.0,10.01,4.52,10811,7119,2763,578,159,192
Whirlpool,28 cu. ft. Side by Side Refrigerator in Fingerprint Resistant Stainless Steel,Model # WRS588FIHZ,https://www.homedepot.com/p/Whirlpool-28-cu-ft-Side-by-Side-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRS588FIHZ/301991272,2099.0,2099.0,0.0,0.0,4.48,4726,3134,1072,312,80,128
Whirlpool,20 cu. ft. Top Freezer Refrigerator in White,Model # WRT311FZDW,https://www.homedepot.com/p/Whirlpool-20-cu-ft-Top-Freezer-Refrigerator-in-White-WRT311FZDW/205658420,1099.0,1099.0,0.0,0.0,4.4,8010,4659,2162,697,187,305
Whirlpool,25 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel,Model # WRX735SDHZ,https://www.homedepot.com/p/Whirlpool-25-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRX735SDHZ/301859152,2699.0,2999.0,300.0,10.0,4.5,8596,5787,1817,572,170,250
Whirlpool,"36 in. 19.4 cu. ft. 4-Door French Door Refrigerator in Fingerprint Resistant Stainless Steel, Counter Depth",Model # WRQA59CNKZ,https://www.homedepot.com/p/Whirlpool-36-in-19-4-cu-ft-4-Door-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-Counter-Depth-WRQA59CNKZ/313803342,2098.0,2599.0,501.0,19.28,4.5,780,550,141,46,12,31
Whirlpool,21 cu. ft. Side by Side Refrigerator in Fingerprint Resistant Stainless Steel,Model # WRS321SDHZ,https://www.homedepot.com/p/Whirlpool-21-cu-ft-Side-by-Side-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-WRS321SDHZ/302786603,1529.0,1699.0,170.0,10.01,4.2,7481,3731,2330,871,217,332
Whirlpool,"21 cu. ft. Side By Side Refrigerator in Fingerprint Resistant Stainless Steel, Counter Depth",Model # WRS571CIHZ,https://www.homedepot.com/p/Whirlpool-21-cu-ft-Side-By-Side-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-Counter-Depth-WRS571CIHZ/303009229,2099.0,2099.0,0.0,0.0,4.2,5193,2557,1623,660,156,197
GE,"18.6 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel, Counter Depth ENERGY STAR",Model # GWE19JYLFS,https://www.homedepot.com/p/GE-18-6-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-Counter-Depth-ENERGY-STAR-GWE19JYLFS/317987058,1888.0,2099.0,211.0,10.05,3.99,1558,755,411,156,95,141
GE,16.6 cu. ft. Top Freezer Refrigerator in White,Model # GTS17DTNRWW,https://www.homedepot.com/p/GE-16-6-cu-ft-Top-Freezer-Refrigerator-in-White-GTS17DTNRWW/311067745,678.0,749.0,71.0,9.48,4.4,2866,1802,677,198,74,115
GE,"36 in. 25.3 cu. ft. Side by Side Refrigerator in Fingerprint Resistant Stainless Steel, Standard Depth",Model # GSS25GYPFS,https://www.homedepot.com/p/GE-36-in-25-3-cu-ft-Side-by-Side-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-Standard-Depth-GSS25GYPFS/317987099,1618.0,1799.0,181.0,10.06,4.5,7903,5241,1809,483,167,203
GE,"25.6 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel, ENERGY STAR",Model # GFE26JYMFS,https://www.homedepot.com/p/GE-25-6-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR-GFE26JYMFS/320243614,2428.0,2699.0,271.0,10.04,4.2,1505,808,386,158,79,74
GE,21.9 Cu. Ft. Top Freezer Refrigerator in Fingerprint Resistant Stainless Steel,Model # GTS22KYNRFS,https://www.homedepot.com/p/GE-21-9-Cu-Ft-Top-Freezer-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-GTS22KYNRFS/319881550,1078.0,1199.0,121.0,10.09,4.4,7214,4532,1713,492,220,257
GE,25.1 cu. ft. Side by Side Refrigerator in Fingerprint Resistant Stainless Steel,Model # GSS25IYNFS,https://www.homedepot.com/p/GE-25-1-cu-ft-Side-by-Side-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-GSS25IYNFS/309003622,1798.0,1999.0,201.0,10.06,4.43,6992,4491,1658,424,174,245
GE,"21.8 cu. ft. Side by Side Refrigerator in Fingerprint Resistant Stainless Steel, Counter Depth",Model # GZS22IYNFS,https://www.homedepot.com/p/GE-21-8-cu-ft-Side-by-Side-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-Counter-Depth-GZS22IYNFS/309004718,1888.0,2099.0,211.0,10.05,4.5,2501,1610,577,160,68,86
Whirlpool,18.25 cu. ft. Top Freezer Built-In and Standard Refrigerator in White,Model # WRT138FFDW,https://www.homedepot.com/p/Whirlpool-18-25-cu-ft-Top-Freezer-Built-In-and-Standard-Refrigerator-in-White-WRT138FFDW/317992197,854.0,949.0,95.0,10.01,4.0,22,7,8,7,0,0
GE,"27.7 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless Steel, ENERGY STAR",Model # GFE28GYNFS,https://www.homedepot.com/p/GE-27-7-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR-GFE28GYNFS/312648552,2298.0,3299.0,1001.0,30.34,4.4,7105,4507,1675,436,199,288
